x,y
144.02356886192945,1449.0397741422794
144.02154423615207,1449.5397700431374
144.0195196103747,1450.0397659439955
144.0174949845973,1450.5397618448535
144.01547035881993,1451.0397577457115
144.01344573304254,1451.5397536465696
144.01144008317397,1452.0397496239218
144.0094344333054,1452.539745601274
144.0074287834368,1453.0397415786263
144.00542313356823,1453.5397375559785
144.00341748369965,1454.0397335333307
144.00141183383107,1454.539729510683
143.99895498871308,1455.0397231706993
143.99685501109218,1455.5397187546262
143.99475503347128,1456.039714338553
143.99265505585038,1456.53970992248
143.99055507822948,1457.0397055064068
143.98845510060858,1457.5397010903337
143.9862746412697,1458.0396963357025
143.9840941819308,1458.5396915810713
143.9819137225919,1459.0396868264402
143.9799586563022,1459.4879978001118
143.9791225371281,1459.987997101016
143.978286417954,1460.48799640192
143.9774502987799,1460.9879957028243
143.9766141796058,1461.4879950037284
143.9757780604317,1461.9879943046326
143.97494170069047,1462.4879936051345
143.97410534094922,1462.9879929056365
143.97326898120798,1463.4879922061384
143.97243262146674,1463.9879915066404
143.9715962617255,1464.4879908071423
143.97075990198425,1464.9879901076442
143.96992374957483,1465.487989408493
143.9690875971654,1465.9879887093416
143.968251444756,1466.4879880101903
143.96741529234657,1466.987987311039
143.96657913993715,1467.4879866118877
143.96574298752773,1467.9879859127363
143.96490686381298,1468.487985213633
143.96407074009824,1468.9879845145297
143.9632346163835,1469.4879838154263
143.96239849266874,1469.987983116323
143.961562368954,1470.4879824172197
143.96072624523924,1470.9879817181163
143.95988988307067,1471.4879809976092
143.9590535209021,1471.987980277102
143.95821715873353,1472.4879795565948
143.95738079656496,1472.9879788360877
143.9565444343964,1473.4879781155805
143.95570807222782,1473.9879773950734
143.95487192101155,1474.4879766955673
143.95403576979527,1474.9879759960613
143.953199618579,1475.4879752965553
143.95236346736272,1475.9879745970493
143.95152731614644,1476.4879738975433
143.95069116493016,1476.9879731980373
143.94985504160127,1477.4879724989287
143.94901891827237,1477.9879717998201
143.94818279494348,1478.4879711007115
